movieid,moviename,year,genres
3741,"Psycho Beach Party",2000,Comedy|Horror|Thriller
3742,"Saving Grace",2000,Comedy
3745,"Bronco Billy",1980,Adventure|Drama|Romance
3747,"Kelly's Heroes",1970,Action|Comedy|War
3748,"Phantasm II",1988,Horror
3751,Pumpkinhead,1988,Horror
3752,"Air America",1990,Action|Comedy
3753,"Sleepaway Camp",1983,Horror
3754,"Steel Magnolias",1989,Drama
3767,"Bless the Child",2000,Thriller
3768,"Cecil B. DeMented",2000,Comedy
3772,"About Adam",2000,Comedy
3781,Shane,1953,Drama|Western
3782,"Suddenly, Last Summer",1959,Drama
3783,"Cat Ballou",1965,Comedy|Western
3787,Supergirl,1984,Action|Adventure|Fantasy
3792,"Bring It On",2000,Comedy
3797,"Went to Coney Island on a Mission From God... Be Back by Five",1998,Drama
3799,"Highlander: Endgame",2000,Action|Adventure|Fantasy
3801,"Turn It Up",2000,Crime|Drama
3803,"Nurse Betty",2000,Comedy|Crime|Drama|Romance|Thriller
3804,Solas,1999,Drama
3807,"Almost Famous",2000,Adventure|Comedy|Drama|Musical
3816,"Under Suspicion",2000,Crime|Thriller
3820,"Dancer in the Dark",2000,Drama|Musical
3821,"Best in Show",2000,Comedy
3825,Girlfight,2000,Drama
3826,"Remember the Titans",2000,Drama
3827,Hellraiser,1987,Horror
3828,"Hellbound: Hellraiser II",1988,Horror
3831,"Beach Party",1963,Comedy
3833,"Return of the Fly",1959,Horror|Sci-Fi
3835,"Stranger Than Paradise",1984,Comedy|Drama
3836,"Voyage to the Bottom of the Sea",1961,Adventure|Sci-Fi
3837,"Fantastic Voyage",1966,Adventure|Sci-Fi
3845,"Phantom of the Opera",1943,Horror|Musical|Thriller
3846,Runaway,1984,Sci-Fi|Thriller
3848,"Slumber Party Massacre II",1987,Horror
3851,"Sorority House Massacre II",1990,Horror
3854,"Digimon: The Movie",2000,Adventure|Animation|Children
3855,"Get Carter",2000,Action|Drama|Thriller
3856,"Get Carter",1971,Action|Crime|Drama|Thriller
3857,"Meet the Parents",2000,Comedy
3858,"Requiem for a Dream",2000,Drama
3859,Tigerland,2000,Drama
3860,"Two Family House",2000,Drama
3863,"Just Looking",1999,Comedy
3866,"Billy Jack",1971,Drama
3875,Detour,1945,Crime|Film-Noir
3876,"Billy Elliot",2000,Drama
3877,Bedazzled,2000,Comedy
3878,"Pay It Forward",2000,Children|Drama
3886,"Charlie's Angels",2000,Action|Comedy
3888,"Little Nicky",2000,Comedy
3889,"Men of Honor",2000,Drama
3890,"Red Planet",2000,Action|Sci-Fi|Thriller
3891,"What's Cooking?",2000,Drama
3892,"You Can Count on Me",2000,Drama
3893,"Diamonds Are Forever",1971,Action|Adventure|Thriller
3896,Bounce,2000,Drama|Romance
3898,"One Day in September",1999,Documentary
3900,"102 Dalmatians",2000,Children|Comedy
3902,Quills,2000,Drama|Thriller
3903,Unbreakable,2000,Drama|Sci-Fi|Thriller
3906,"Dungeons & Dragons",2000,Adventure|Fantasy
3907,"Proof of Life",2000,Drama
3908,"Vertical Limit",2000,Action|Adventure
3910,"Code of Silence",1985,Action
3911,"Planes, Trains & Automobiles",1987,Adventure|Comedy|Drama
3912,"She's Having a Baby",1988,Comedy
3915,"Transformers: The Movie",1986,Adventure|Animation|Children|Sci-Fi
3916,"Wall Street",1987,Drama
3917,"Born on the Fourth of July",1989,Drama|War
3918,"Talk Radio",1988,Drama
3919,"Brewster's Millions",1985,Comedy
3921,Punchline,1988,Comedy|Drama
3923,Chocolat,2000,Comedy|Romance
3924,"Dude, Where's My Car?",2000,Comedy|Sci-Fi
3926,Pollock,2000,Drama
3927,"What Women Want",2000,Comedy|Romance
3928,"Finding Forrester",2000,Drama
3930,"Before Night Falls",2000,Drama
3931,"Cast Away",2000,Drama
3934,"Miss Congeniality",2000,Action|Comedy
3936,"O Brother, Where Art Thou?",2000,Adventure|Comedy|Crime
3937,Songcatcher,2000,Drama
3938,"State and Main",2000,Comedy|Drama
3939,"Dracula 2000",2000,Horror
3942,"Thirteen Days",2000,Drama|Thriller|War
3943,Traffic,2000,Crime|Drama|Thriller
3945,"Shadow of the Vampire",2000,Drama|Horror
3946,"House of Games",1987,Crime|Film-Noir|Mystery|Thriller
3948,Annie,1982,Children|Musical
3949,"Don't Tell Mom the Babysitter's Dead",1991,Comedy
3952,"At Close Range",1986,Crime|Drama
3953,"Breaker! Breaker!",1977,Action|Adventure|Crime
3954,"Breakheart Pass",1975,Western
3955,"Friendly Persuasion",1956,Drama
3956,Gettysburg,1993,Drama|War
3961,Antitrust,2001,Thriller
3963,"Save the Last Dance",2001,Drama|Romance
3964,Panic,2000,Drama
3972,"Prelude to a Kiss",1992,Comedy|Drama|Romance
3973,Coffy,1973,Action|Crime|Drama
3974,"Foxy Brown",1974,Action|Crime|Drama
3975,"I'm Gonna Git You Sucka",1988,Action|Comedy
3977,"Sugar & Spice",2001,Comedy
3987,"Amazing Grace and Chuck",1987,Drama
3988,"Amazon Women on the Moon",1987,Comedy|Sci-Fi
3989,"Baby Boom",1987,Comedy
3990,"Back to the Beach",1987,Comedy
3991,Barfly,1987,Comedy|Drama|Romance
3992,"Best Seller",1987,Thriller
3993,"Beverly Hills Cop II",1987,Action|Comedy
3994,"Beverly Hills Cop",1984,Action|Comedy|Crime|Drama
3996,"Big Shots",1987,Adventure|Children|Comedy
3998,"Born in East L.A.",1987,Comedy
4000,"Can't Buy Me Love",1987,Comedy|Romance
4001,"Cherry 2000",1987,Romance|Sci-Fi
4003,"Critical Condition",1987,Comedy
4004,"Cry Freedom",1987,Drama
4006,"Dead of Winter",1987,Horror|Thriller
4008,"Death Before Dishonor",1987,Action
4009,Disorderlies,1987,Comedy
4012,"Empire of the Sun",1987,Drama|War
4013,"Ernest Goes to Camp",1987,Comedy
4015,"Extreme Prejudice",1987,Action
4017,"Five Corners",1987,Drama
4020,"Gardens of Stone",1987,Drama|War
4025,"Hollywood Shuffle",1987,Comedy
4026,"Hope and Glory",1987,Comedy|Drama|War
4029,Hunk,1987,Comedy
4030,Innerspace,1987,Action|Adventure|Comedy|Sci-Fi
4031,Ironweed,1987,Drama
4033,"Jaws: The Revenge",1987,Horror|Thriller
4034,"Leonard Part 6",1987,Comedy|Sci-Fi
4035,"Less Than Zero",1987,Drama
4040,"Making Mr. Right",1987,Comedy|Romance|Sci-Fi
4041,Mannequin,1987,Comedy|Romance
4042,"Masters of the Universe",1987,Action|Adventure|Comedy|Fantasy|Sci-Fi
4047,"My Demon Lover",1987,Comedy|Horror
4050,"Head Over Heels",2001,Comedy|Romance
4057,Hannibal,2001,Horror|Thriller
4058,"Saving Silverman",2001,Comedy
4061,Vatel,2000,Drama
4062,"Down to Earth",2001,Comedy|Romance
4063,"Recess: School's Out",2001,Animation|Children
4064,"Sweet November",2001,Drama|Romance
4067,Monkeybone,2001,Animation|Comedy
4068,"3000 Miles to Graceland",2001,Action|Thriller
4075,"Series 7: The Contenders",2001,Action|Drama
4076,"15 Minutes",2001,Thriller
4077,"Get Over It",2001,Comedy|Romance
4082,"When Brendan Met Trudy",2000,Comedy|Romance
4083,Avalon,1990,Drama
4087,"Of Mice and Men",1939,Drama
4089,"Reform School Girls",1986,Action|Drama
4090,Tapeheads,1988,Comedy
4094,"Elvis: That's the Way It Is",1970,Documentary
4096,"Lilies of the Field",1963,Drama
4097,"Hans Christian Andersen",1952,Children|Musical
4099,"Elmer Gantry",1960,Drama
4100,Alfie,1966,Drama
4101,"Demetrius and the Gladiators",1954,Drama
4105,"Die, Monster, Die!",1965,Horror|Mystery|Sci-Fi
4107,"Battle Beyond the Stars",1980,Sci-Fi
4108,"Death Warrant",1990,Action
4109,"Double Impact",1991,Action
4112,"Harley Davidson and the Marlboro Man",1991,Action|Crime|Drama
4113,"Losin' It",1983,Comedy
4114,Mermaids,1990,Comedy|Romance
4116,"Navy Seals",1990,Action|Adventure|War
4117,"Unmade Beds",1997,Documentary
4119,Manhunter,1986,Action|Crime|Drama|Horror|Thriller
4120,"Reversal of Fortune",1990,Drama
4121,"Death on the Nile",1978,Crime|Mystery
4122,"Deepstar Six",1989,Horror|Sci-Fi|Thriller
4123,"Revenge of the Nerds",1984,Comedy
4124,"Revenge of the Nerds II: Nerds in Paradise",1987,Comedy
4126,"4 Little Girls",1997,Documentary
4127,"River's Edge",1986,Crime|Drama
4128,"Girls Just Want to Have Fun",1985,Comedy
4130,"Necessary Roughness",1991,Comedy
4131,C.H.U.D.,1984,Horror
4132,"Enemy at the Gates",2001,Drama|War
4133,"Exit Wounds",2001,Action|Thriller
4135,Memento,2000,Crime|Drama|Mystery|Thriller
4138,"Say It Isn't So",2001,Comedy|Romance
4141,"Spy Kids",2001,Action|Adventure|Children|Comedy
4145,"Keep the River on Your Right: A Modern Cannibal Tale",2000,Documentary
4147,"Along Came a Spider",2001,Action|Crime|Mystery|Thriller
4148,Blow,2001,Drama
4151,"Beautiful Creatures",2000,Comedy|Crime|Drama|Thriller
4152,"Brigham City",2001,Crime|Drama|Mystery
4154,"Shadow Magic",2000,Drama|Romance
4155,"Bridget Jones's Diary",2001,Comedy|Drama|Romance
4156,"Joe Dirt",2001,Comedy
4157,"Josie and the Pussycats",2001,Comedy
4160,Chopper,2000,Drama|Thriller
4162,Lakeboat,2000,Comedy
4163,"Crocodile Dundee in Los Angeles",2001,Comedy|Drama
4164,"Freddy Got Fingered",2001,Comedy
4171,Scarface,1983,Action|Crime|Drama
4172,"Days of Wine and Roses",1962,Drama
4173,Driven,2001,Action|Thriller
4175,"One Night at McCool's",2001,Comedy
4180,Tuvalu,1999,Comedy
4183,Krull,1983,Action|Adventure|Fantasy
4184,"Lost in America",1985,Comedy
4187,"True Believer",1989,Crime
4190,Satyricon,1969,Drama
4193,"Frankie and Johnny",1991,Comedy|Romance
4198,"For the Boys",1991,Comedy|Drama|Musical
4200,"Norma Rae",1979,Drama
4201,"Summer Rental",1985,Comedy
4204,"Love Story",1970,Drama|Romance
4208,"Bread and Roses",2000,Drama
4209,"Calle 54",2000,Documentary|Musical
4211,"Sordid Lives",2000,Comedy
4212,Startup.com,2001,Documentary
4213,"Angel Eyes",2001,Drama|Romance|Thriller
4214,Shrek,2001,Adventure|Animation|Children|Comedy|Fantasy|Romance
4222,"Our Song",2000,Drama
4224,"Ice Castles",1978,Drama
4226,"Postcards From the Edge",1990,Comedy|Drama
4229,"City Slickers",1991,Adventure|Comedy|Western
4230,"Eight Men Out",1988,Drama
4234,"Mississippi Burning",1988,Crime|Drama|Thriller
4237,"Rio Bravo",1959,Western
4241,"Throw Momma from the Train",1987,Comedy|Crime
4242,"Yi Yi",2000,Drama
4243,"Midnight Madness",1980,Comedy
4246,"Twelve O'Clock High",1949,Drama|War
4247,"Von Ryan's Express",1965,Action|Adventure|Drama|War
4249,"What's the Worst That Could Happen?",2001,Comedy
4250,"Big Eden",2000,Drama|Romance
4252,Swordfish,2001,Action|Crime|Drama
4254,"Bride of the Wind",2001,Drama|Musical|Romance
4256,"Whatever Happened to Harold Smith?",1999,Comedy
4257,Catch-22,1970,Comedy|War
4259,"Point Break",1991,Action|Adventure
4261,"Uncommon Valor",1983,Action|War
4262,"Unlawful Entry",1992,Crime|Thriller
4263,Youngblood,1986,Action|Drama
4264,"Gentlemen Prefer Blondes",1953,Comedy|Musical|Romance
4265,"How to Marry a Millionaire",1953,Comedy|Drama
4269,Tootsie,1982,Comedy|Romance
4271,"Too Late the Hero",1970,Action|War
4274,"Atlantis: The Lost Empire",2001,Animation|Children|Fantasy
4275,"Lara Croft: Tomb Raider",2001,Action|Adventure
4276,"Dr. Dolittle 2",2001,Comedy
4280,Crazy/Beautiful,2001,Drama|Romance
4286,"Sexy Beast",2000,Comedy|Crime|Drama
4292,Lumumba,2000,Drama
4296,"Scary Movie 2",2001,Comedy|Horror
4297,"Lost and Delirious",2001,Drama
4300,Alice,1990,Comedy|Drama|Fantasy|Romance
4301,"Another Woman",1988,Drama
4305,"Cannonball Run II",1984,Action|Comedy
4309,"Donovan's Reef",1963,Action|Comedy|Romance
4310,"Dr. Goldfoot and the Bikini Machine",1965,Comedy
4316,September,1987,Drama
4318,"Something Wild",1986,Comedy|Crime|Drama
4319,"Sons of Katie Elder",1965,Western
4321,"Village of the Giants",1965,Sci-Fi
4327,"All That Heaven Allows",1955,Drama|Romance
4334,"Kiss Me Deadly",1955,Film-Noir
4337,"Moby Dick",1956,Drama
4340,"Sweet Smell of Success",1957,Drama|Film-Noir
4341,"Written on the Wind",1956,Drama
4344,Obsession,1976,Mystery|Thriller
4345,Suspiria,1977,Horror
4349,"Game of Death",1978,Action
4351,Outland,1981,Action|Sci-Fi|Thriller
4354,"Final Fantasy: The Spirits Within",2001,Adventure|Animation|Fantasy|Sci-Fi
4355,"Legally Blonde",2001,Comedy
4358,Bully,2001,Crime|Drama|Thriller
4359,"Jump Tomorrow",2001,Comedy|Drama|Romance
4360,Made,2001,Comedy
4370,"18 Again!",1988,Comedy
4374,"Above the Law",1988,Action|Crime|Drama
4376,"Apartment Zero",1988,Thriller
4377,"Appointment with Death",1988,Crime|Mystery
4378,Ariel,1988,Comedy|Crime|Drama|Film-Noir
4379,"Arthur 2: On the Rocks",1988,Comedy
4380,"Bad Dreams",1988,Horror|Thriller
4381,Bat*21,1988,Drama|War
4382,Beaches,1988,Comedy|Drama|Musical
4384,"Big Business",1988,Comedy
4385,"Big Top Pee-Wee",1988,Adventure|Comedy
4386,"Biloxi Blues",1988,Comedy|Drama
4387,Bird,1988,Drama
4390,"Bright Lights, Big City",1988,Drama
4392,"Camille Claudel",1988,Drama
4393,"Casual Sex?",1988,Comedy
4394,"Clean and Sober",1988,Drama
4395,Cocktail,1988,Drama|Romance
4396,Colors,1988,Action|Crime|Drama
4397,"Coming to America",1988,Comedy
4399,"Criminal Law",1988,Thriller
4400,Critters,1986,Comedy|Sci-Fi
4403,"Crossing Delancey",1988,Comedy|Romance
4404,D.O.A.,1988,Film-Noir|Mystery|Thriller
4405,"Dead Heat",1988,Action|Comedy|Horror|Sci-Fi
4407,"Dirty Rotten Scoundrels",1988,Comedy
4408,"Drowning by Numbers",1988,Comedy|Drama
4410,"Ernest Saves Christmas",1988,Comedy
4411,"Everybody's All-American",1988,Romance
4414,Frantic,1988,Crime|Mystery|Thriller
4423,"Imagine: John Lennon",1988,Documentary
4424,"Johnny Be Good",1988,Comedy
4428,"License to Drive",1988,Comedy
4430,Masquerade,1988,Mystery|Romance|Thriller
4431,"Milagro Beanfield War",1988,Comedy|Drama|Fantasy
4434,"My Stepmother Is an Alien",1988,Comedy|Romance|Sci-Fi
4438,"Permanent Record",1988,Drama
4439,"Red Heat",1988,Action
4445,"Running on Empty",1988,Drama
4447,Salsa,1988,Musical|Romance
4451,"Shoot to Kill",1988,Action|Adventure
4452,"Short Circuit 2",1988,Comedy|Sci-Fi
4453,"Short Circuit",1986,Comedy|Sci-Fi
4455,"Stormy Monday",1988,Crime|Drama
4461,"They Live",1988,Action|Sci-Fi|Thriller
4463,"Torch Song Trilogy",1988,Comedy|Drama|Romance
4464,"Track 29",1988,Drama|Mystery
4465,"Tucker: The Man and His Dream",1988,Drama
4466,Twins,1988,Comedy
4468,Watchers,1988,Horror|Sci-Fi
4470,"Without a Clue",1988,Comedy|Mystery
4471,"Young Einstein",1988,Comedy
4472,Always,1989,Action|Drama|Fantasy|Romance
4473,"American Ninja",1985,Action|Adventure
4474,"American Ninja 2: The Confrontation",1987,Action|Adventure
4475,"American Ninja 3: Blood Hunt",1989,Action|Adventure
4479,"Bill & Ted's Excellent Adventure",1989,Adventure|Comedy|Sci-Fi
4480,"Black Rain",1989,Action|Crime|Drama
4481,Blaze,1989,Comedy|Drama
4482,"Blind Fury",1989,Action|Thriller
4483,"Breaking In",1989,Adventure|Comedy
4485,"Casualties of War",1989,Drama|War
4486,"Chances Are",1989,Comedy|Romance
4488,Cyborg,1989,Action|Sci-Fi
4490,"Dead Bang",1989,Thriller
4491,"Disorganized Crime",1989,Action|Comedy
4497,"Eddie and the Cruisers",1983,Drama|Musical
4498,"Enemies: A Love Story",1989,Drama
4499,"Erik the Viking",1989,Adventure|Comedy|Fantasy
4503,"Fat Man and Little Boy",1989,Drama
4505,"Gleaming the Cube",1989,Action|Drama|Mystery
4506,"Going Overboard",1989,Comedy
4507,"Great Balls of Fire!",1989,Drama
4509,"Happy Together",1989,Drama|Romance
4513,"How to Get Ahead in Advertising",1989,Comedy
4515,"In Country",1989,Drama
4519,"Johnny Handsome",1989,Drama
4521,K-9,1989,Action|Comedy|Crime
4522,Kickboxer,1989,Action
4524,"Lean on Me",1989,Drama
4525,"Let It Ride",1989,Comedy
4527,"Little Monsters",1989,Comedy
4529,"Look Who's Talking",1989,Comedy
4531,"Major League",1989,Comedy
4532,"Meet the Feebles",1989,Animation|Comedy|Musical
4536,"New York Stories",1989,Comedy|Drama
4541,Parents,1989,Horror
4546,"Jurassic Park III",2001,Action|Adventure|Sci-Fi
4547,"America's Sweethearts",2001,Comedy|Romance
4549,"Ghost World",2001,Comedy|Drama
4551,"Planet of the Apes",2001,Action|Adventure|Drama|Sci-Fi
4554,Greenfingers,2000,Comedy|Drama
4557,"Wet Hot American Summer",2001,Comedy
4562,"Road House",1989,Action|Drama
4566,"Santa Sangre",1989,Drama|Horror|Mystery|Thriller
4567,Scandal,1989,Drama
4569,"Sea of Love",1989,Crime|Drama|Thriller
4570,"See No Evil, Hear No Evil",1989,Comedy|Crime
4572,"Shirley Valentine",1989,Comedy|Romance
4574,"Skin Deep",1989,Comedy
4579,Sweetie,1989,Drama
4581,"Tango & Cash",1989,Action|Comedy|Crime|Thriller
4584,"Troop Beverly Hills",1989,Comedy
4585,"Turner & Hooch",1989,Comedy|Crime
4586,UHF,1989,Comedy
4587,"Uncle Buck",1989,Comedy
4590,Warlock,1989,Action|Horror
4594,"Weekend at Bernie's II",1993,Adventure|Comedy
4595,"Billy Liar",1963,Comedy
4596,"Black Robe",1991,Adventure|Drama
4599,"Def-Con 4",1985,Sci-Fi
4602,"Left Luggage",1998,Drama
4605,"Basket Case",1982,Comedy|Horror
4607,"Original Sin",2001,Drama|Romance|Thriller
4609,"Rush Hour 2",2001,Action|Comedy
4611,Chocolat,1988,Drama
4612,Hatari!,1962,Adventure|Comedy
4615,Liebestraum,1991,Mystery|Thriller
4617,"Paint Your Wagon",1969,Comedy|Musical|Western
4621,"Altered States",1980,Drama|Sci-Fi
4622,"Any Which Way You Can",1980,Comedy
4626,"American Pie 2",2001,Comedy
4627,"Osmosis Jones",2001,Comedy
4629,"American Outlaws",2001,Action|Comedy|Western
4630,"All Over the Guy",2001,Comedy
4633,"Session 9",2001,Horror|Thriller
4635,"Captain Corelli's Mandolin",2001,Drama|Romance|War
4636,"Rat Race",2001,Comedy
4637,Aberdeen,2000,Drama
4639,"Bubble Boy",2001,Comedy
4641,"Jay and Silent Bob Strike Back",2001,Comedy
4645,"Happy Accidents",2000,Romance|Sci-Fi
4647,"Maybe Baby",2000,Comedy|Romance
4650,"Tortilla Soup",2001,Comedy|Romance
4651,"Jeepers Creepers",2001,Horror
4655,"3 Ninjas",1992,Action|Children
4657,"3 Ninjas Knuckle Up",1995,Action|Children
4660,Vamp,1986,Comedy|Horror
4672,L.I.E.,2001,Drama
4674,"Abbott and Costello Meet the Mummy",1955,Comedy
4676,"Into the Arms of Strangers: Stories of the Kindertransport",2000,Documentary
4679,"Dinner Rush",2000,Drama
4680,"Haiku Tunnel",2001,Comedy
4681,"Big Trouble",2002,Comedy|Crime
4682,Glitter,2001,Drama|Musical|Romance
4683,"Training Day",2001,Crime|Drama|Thriller
4689,"Sidewalks of New York",2001,Comedy|Romance
4694,"Little Man Tate",1991,Drama
4696,"Phantom of the Paradise",1974,Comedy|Horror|Musical
4699,"13 Ghosts",1960,Horror
4701,Opera,1987,Crime|Horror|Mystery
4702,"Father Goose",1964,Comedy|Romance|War
4705,Indiscreet,1958,Comedy|Romance
4707,"King Solomon's Mines",1937,Adventure
4709,"Operation Petticoat",1959,Comedy|War
4710,"Play Misty for Me",1971,Thriller
4711,"Pocketful of Miracles",1961,Comedy|Drama
4712,Sayonara,1957,Drama
4716,Silkwood,1983,Drama
4718,Quadrophenia,1979,Drama|Musical
4719,SpaceCamp,1986,Adventure|Sci-Fi
4720,"When Worlds Collide",1951,Sci-Fi
4721,"Don't Say a Word",2001,Thriller
4722,"Hearts in Atlantis",2001,Drama
4723,Zoolander,2001,Comedy
4728,"Joy Ride",2001,Adventure|Thriller
4729,"Max Keeble's Big Move",2001,Children|Comedy
4730,Serendipity,2001,Comedy|Romance
4731,"Grateful Dawg",2000,Documentary
4737,Brubaker,1980,Crime|Drama
4738,"Can't Stop the Music",1980,Comedy|Musical
4742,"Coal Miner's Daughter",1980,Drama
4744,Cruising,1980,Crime|Drama|Thriller
4751,Bandits,2001,Comedy|Crime|Romance
4752,"Corky Romano",2001,Comedy|Crime
4756,"My First Mister",2001,Comedy|Drama
4758,"Things Behind the Sun",2001,Drama
4762,"Dirty Harry",1971,Action|Crime|Drama|Thriller
4763,"Destiny in Space",1994,Documentary|IMAX
4764,"Fiddler on the Roof",1971,Comedy|Drama|Musical
4768,"Mission to Mir",1997,Documentary|IMAX
4772,"From Hell",2001,Crime|Horror|Mystery|Thriller
4774,"Riding in Cars with Boys",2001,Comedy|Drama
4777,"Dancing at the Blue Iguana",2000,Drama
4778,Focus,2001,Drama
4780,"Waking Life",2001,Animation|Drama|Fantasy
4781,K-PAX,2001,Drama|Fantasy|Mystery|Sci-Fi
4785,"Donnie Darko",2001,Drama|Mystery|Sci-Fi|Thriller
4787,"Life as a House",2001,Comedy|Drama
4793,"Monsters, Inc.",2001,Animation|Children|Comedy|Fantasy
4795,Tape,2001,Drama
4796,Heist,2001,Crime|Drama
4797,"Shallow Hal",2001,Comedy|Fantasy|Romance
4799,Maze,2000,Romance
4805,Novocaine,2001,Comedy|Crime|Mystery|Thriller
4808,"Spy Game",2001,Action|Crime|Drama|Thriller
4810,"In the Bedroom",2001,Drama
4814,"Across 110th Street",1972,Crime
4818,Jabberwocky,1977,Adventure|Comedy|Fantasy
4819,"Funny Girl",1968,Drama|Musical|Romance
4823,Midway,1976,Drama|War
4824,MacArthur,1977,Drama
4826,Subway,1985,Crime|Drama|Romance|Thriller
4827,"Now, Voyager",1942,Drama|Romance
4828,"Little Women",1933,Drama
4830,"Guadalcanal Diary",1943,Action|War
4837,"Funeral in Berlin",1966,Action|Drama|Thriller
4839,"Dressed to Kill",1980,Mystery|Thriller
4843,Fame,1980,Drama|Musical
4848,"Flash Gordon",1980,Action|Adventure|Fantasy|Sci-Fi
4851,"Empire of the Ants",1977,Horror|Sci-Fi
4857,"Lone Wolf McQuade",1983,Action
4858,"Lord of the Flies",1990,Adventure|Drama|Thriller
4864,"Sudden Impact",1983,Crime|Drama
4865,"Behind Enemy Lines",2001,Action|Drama|War
4869,"Texas Rangers",2001,Adventure|Western
4870,"Ocean's Eleven",2001,Comedy|Crime|Thriller
4874,"No Man's Land",2001,Drama
4876,"And Then There Were None",1945,Crime|Mystery
4878,"Moscow on the Hudson",1984,Comedy|Drama
4881,"Not Another Teen Movie",2001,Comedy
4882,"Vanilla Sky",2001,Drama|Romance|Thriller
4885,Lantana,2001,Drama|Mystery|Thriller
4887,"Bill & Ted's Bogus Journey",1991,Adventure|Comedy|Fantasy
4888,Clockwise,1986,Comedy
4893,"Silent Rage",1982,Action|Sci-Fi
4894,"Spacehunter: Adventures in the Forbidden Zone",1983,Sci-Fi
4896,"How High",2001,Comedy
4897,"Jimmy Neutron: Boy Genius",2001,Adventure|Animation|Children|Comedy
4899,"Kate & Leopold",2001,Comedy|Romance
4906,Dodsworth,1936,Drama|Romance
4907,"Medium Cool",1969,Documentary|Drama|Romance|War
