movieid,actorid,actor_movie_rank
2909,378201,3
2909,3514070,4
2911,1982158,1
2911,3146358,2
2911,582866,3
2911,778422,4
2912,3769726,1
2912,3265318,2
2912,586347,3
2912,69794,4
2913,498837,1
2913,2873867,2
2913,177901,3
2913,2440987,4
2914,865370,1
2914,3436015,2
2914,2497102,3
2914,1965159,4
2926,2866799,1
2926,1956973,2
2926,3939225,3
2926,856823,4
2927,2959130,1
2927,2026261,2
2927,3941196,3
2927,2524667,4
2928,1164483,1
2928,644406,2
2928,3488015,2
2928,1081949,3
2928,716425,4
2930,1843746,1
2930,3838861,2
2930,1869863,3
2930,1033157,4
2931,2723392,1
2931,606633,2
2931,2610712,3
2931,2303246,4
2932,1004478,1
2932,2633457,2
2932,2434724,3
2932,1656833,4
2933,1103849,1
2933,2032006,2
2933,1174510,3
2933,602757,4
2934,447786,1
2934,3038,2
2934,2817702,3
2934,776758,4
2935,584294,1
2935,3316518,2
2935,1295576,3
2935,3026426,4
2936,606633,1
2936,631042,2
2936,3091118,3
2936,3814271,4
2940,584020,1
2940,3393308,2
2940,1477474,3
2940,2506955,4
2945,2177848,1
2945,2469326,2
2945,3880699,3
2945,3200676,4
2947,2678260,1
2947,166808,2
2947,1656833,3
2947,2181806,4
2949,284210,1
2949,342494,2
2949,1579803,3
2949,1846897,4
2950,1541843,1
2950,2344519,2
2950,2267973,3
2950,170953,4
2951,734360,1
2951,328817,2
2951,1830431,3
2951,1313494,4
2953,1001713,1
2953,2898110,2
2953,807448,3
2953,132013,4
2955,655378,1
2955,110606,2
2955,2498427,3
2955,720583,4
2956,1611742,1
2956,101210,2
2956,3316510,3
2956,135125,4
2959,699739,1
2959,1629134,2
2959,2889226,3
2959,414207,4
2960,265513,1
2960,785961,2
2960,1073531,3
2960,1212376,4
2961,1288698,1
2961,265513,2
2961,763351,3
2961,2918650,4
2963,2908268,1
2963,3884695,2
2963,3036079,3
2963,3385372,4
2966,1884483,1
2966,2454190,2
2966,2846487,3
2966,1908598,4
2967,3670798,1
2967,3563010,2
2967,231384,3
2967,3650265,3
2967,125552,4
2968,467026,1
2968,906723,2
2968,1791137,3
2968,2001071,4
2971,1019772,1
2971,3201203,2
2971,2757625,3
2971,3599958,4
2977,486101,1
2977,99281,2
2977,3606603,3
2977,2833997,4
2979,3005317,1
2979,2639982,2
2979,2128363,3
2979,3244918,4
2982,132013,1
2982,2512165,2
2982,1928871,3
2982,471233,4
2987,1701547,1
2987,3067898,2
2987,1792069,3
2987,3518717,4
2988,2775710,1
2988,328662,2
2988,790879,3
2988,2897144,4
2991,2865083,1
2991,970165,2
2991,752712,3
2991,2978391,4
2992,1313494,1
2992,3324109,2
2992,1073548,3
2992,2515397,4
2994,281628,1
2994,741863,2
2994,1119764,3
2994,3465492,4
2995,3797923,1
2995,3022044,2
2995,2898440,3
2995,322951,4
2997,565786,1
2997,3608538,2
2997,3610472,3
2997,782247,4
3003,1611742,1
3003,2579810,2
3003,740353,3
3003,832310,4
3004,737804,1
3004,1382355,2
3004,3110558,3
3004,2456127,4
3006,458558,1
3006,3375860,2
3006,1698028,3
3006,2206239,4
3007,1626466,1
3007,2512717,2
3007,909634,3
3007,1650381,4
3009,166843,1
3009,2782846,2
3009,103240,3
3009,570774,4
3010,2464156,1
3010,863219,2
3010,865370,3
3010,655378,4
3015,166843,1
3015,2782846,2
3015,3076128,3
3015,3028278,4
3017,606633,1
3017,2792692,2
3017,2602501,3
3017,3259006,4
3018,3367813,1
3018,477465,2
3018,105836,3
3018,1749296,4
3020,542238,1
3020,881031,2
3020,1230456,3
3020,97183,4
3021,542238,1
3021,2474536,2
3021,3188085,3
3021,3463436,4
3026,1542570,1
3027,2947621,1
3027,2822139,2
3027,938435,3
3027,3325762,4
3029,2055016,1
3029,322458,2
3029,3835155,3
3029,1817602,4
3030,925996,1
3030,45899,2
3030,2828120,3
3030,861346,4
3031,542238,1
3031,1002089,2
3031,1538295,3
3031,160081,4
3032,2728381,1
3032,1603616,2
3032,2890579,3
3032,312144,4
3043,3920933,1
3043,1167048,2
3043,3058345,3
3043,3271077,4
3045,46098,1
3045,623409,2
3045,1696737,3
3045,1579225,4
3046,925996,1
3046,2476829,2
3046,3035958,3
3046,2761209,4
3049,2319727,1
3049,3448822,2
3049,2282027,3
3049,2930791,4
3054,935145,1
3054,2713995,2
3054,2112993,3
3054,1870846,4
3058,241887,1
3058,2271530,2
3058,427785,3
3058,1603730,4
3059,1451607,1
3059,1532590,2
3061,111588,1
3061,220276,2
3061,2828120,3
3061,498837,4
3062,2046877,1
3062,740384,2
3062,877083,3
3062,2634906,4
3070,328817,1
3070,3715361,2
3070,915643,3
3070,659973,4
3071,2963551,1
3071,411260,2
3071,3291911,3
3071,701372,4
3072,2474536,1
3072,2842409,2
3072,1640610,3
3072,1811385,4
3073,745634,1
3073,2843998,2
3073,1288698,3
3073,1342697,4
3076,959135,1
3076,3957233,2
3076,725175,3
3076,731911,4
3077,713208,1
3077,3838451,2
3077,2190891,3
3077,3078778,4
3079,463110,1
3079,727205,2
3079,3735654,3
3079,960163,4
3082,3709624,1
3082,510906,2
3082,1764993,3
3082,3677593,4
3083,1654035,1
3083,2596385,2
3083,792309,3
3083,2661926,4
3084,734371,1
3084,1015702,2
3084,1515690,3
3084,2167262,4
3087,3716490,1
3087,945924,2
3087,3691335,3
3087,2491999,4
3089,1724647,1
3089,2873867,2
3089,1853425,3
3089,2498223,4
3090,358175,1
3090,169474,2
3090,1770687,3
3090,2800514,4
3091,45899,1
3091,3894592,2
3091,1915960,3
3091,2082212,4
3095,3892747,1
3095,353658,2
3095,271398,3
3095,1721128,4
3097,1119769,1
3097,502522,2
3097,1014988,3
3097,3253056,4
3098,1321453,1
3098,2359596,2
3098,1060714,3
3098,3280456,4
3101,952910,1
3101,3235415,2
3101,354853,3
3101,3780051,4
3102,3651189,1
3102,3161739,2
3102,2902447,3
3102,3444948,4
3111,3548203,1
3111,1033326,2
3111,3109103,3
3111,2304013,4
3112,1005017,1
3112,2257406,2
3112,1834730,3
3112,2206876,4
3114,1502265,1
3114,1001713,2
3114,1124257,3
3114,851214,4
3115,3078210,1
3115,2119908,2
3115,3480810,3
3115,3469181,4
3117,1654035,1
3117,2676845,2
3117,316701,3
3117,2953759,4
3119,3202684,1
3119,1640610,2
3119,2534899,3
3119,1604640,4
3122,3888930,1
3122,276180,2
3122,2498223,3
3122,1153793,4
3124,674854,1
3124,1072668,2
3124,1366839,3
3124,497768,4
3126,1771377,1
3126,3274062,2
3126,1896830,3
3126,1954162,4
3129,453114,1
3129,2860989,2
3129,231384,3
3129,1163531,4
3130,470697,1
3130,863068,2
3130,2780867,3
3130,3526644,4
3135,3035958,1
3135,1558542,2
3135,1164513,3
3135,1408053,4
3138,3401586,1
3138,597416,2
3138,1865684,3
3138,2924675,4
3141,1839848,1
3141,3764560,2
3141,2678332,3
3141,950066,4
3148,1164483,1
3148,144932,2
3148,644406,3
3148,2903036,4
3151,260226,1
3151,1611742,2
3151,1199618,3
3151,103240,4
3154,1490600,1
3154,3169560,2
3154,192027,3
3154,2723392,4
3159,99457,1
3159,752528,2
3159,2101847,3
3159,3888840,4
3162,2427794,1
3162,2642640,2
3162,913807,3
3162,755327,4
3163,3014781,1
3163,3734298,2
3163,3453874,3
3163,3331947,4
3164,3014781,1
3164,3453874,2
3164,1032566,3
3164,3908516,4
3167,2959130,1
3167,2630681,2
3167,3815456,3
3167,3553787,4
3168,1724647,1
3168,1682598,2
3168,1886957,3
3168,2599013,4
3169,1617740,1
3169,364070,2
3169,1367639,3
3169,2752192,4
3170,1617740,1
3170,364070,2
3170,2411110,3
3170,2752192,4
3172,737113,1
3172,2602501,2
3172,192027,3
3172,165479,4
3174,3769726,1
3174,2476829,2
3174,3076128,3
3174,3638539,4
3175,488824,1
3175,3202684,2
3175,817852,3
3175,1842087,4
3176,3596424,1
3176,2689164,2
3176,185872,3
3176,3810650,4
3178,3270990,1
3178,2487168,2
3178,2586678,3
3178,95846,4
3179,2149503,1
3179,936871,2
3179,3536972,3
3179,2945661,4
3180,3781932,1
3180,2223796,2
3180,1902775,3
3180,950824,4
3184,2177848,1
3184,3001045,2
3184,3914026,3
3184,1891343,4
3185,817635,1
3185,2827790,2
3185,2495559,3
3185,3010543,4
3187,1411574,1
3187,2123722,2
3187,2418073,3
3187,2108036,4
3188,1167048,1
3188,1486315,2
3188,8766,3
3188,3022661,4
3189,2049627,1
3189,3825023,2
3189,1072584,3
3189,3649447,4
3190,2959123,1
3190,3274062,2
3190,2436957,3
3190,759884,4
3192,1639373,1
3192,1811385,2
3192,2552744,3
3192,559391,4
3198,1394006,1
3198,865370,2
3198,3343732,3
3198,3598379,4
3199,3641958,1
3199,367719,2
3199,107915,3
3199,350945,4
3200,2058827,1
3200,3928407,2
3200,821120,3
3200,1882744,4
3213,322193,1
3213,37359,2
3213,127897,3
3213,218208,4
3214,1909560,1
3214,581911,2
3214,3301462,3
3214,1158040,4
3215,3650577,1
3215,3190729,2
3215,3235344,3
3215,1463258,4
3216,581911,1
3216,3413531,2
3216,951580,3
3216,523435,4
3220,1843746,1
3220,1167048,2
3220,1230456,3
3220,172834,4
3221,357197,1
3221,3519917,2
3221,99406,3
3221,2213545,4
3223,2776186,1
3223,3268868,2
3223,1617468,3
3223,785839,4
3229,860081,1
3229,1318812,2
3229,1476914,3
3229,2957827,4
3232,17838,1
3232,746909,2
3232,2211373,3
3232,9537,4
3233,606633,1
3233,1402001,2
3233,3375959,3
3233,608635,4
3234,1817602,1
3234,1043631,2
3234,3585911,3
3234,2814409,4
3240,571873,1
3240,3401158,2
3240,2741501,3
3240,2827790,4
3242,2083024,1
3242,2657985,2
3242,848753,3
3242,1198397,4
3244,2454190,1
3244,2303198,2
3244,853021,3
3244,1345919,4
3246,3926960,1
3246,993320,2
3246,2782769,3
3246,3298542,4
3247,3189434,1
3247,1286486,2
3247,1477474,3
3247,266533,4
3250,233547,1
3250,1935500,2
3250,2621248,3
3250,150828,4
3251,2244461,1
3251,2977280,2
3251,1882772,3
3251,1892242,4
3253,2444147,1
3253,1890555,2
3253,3905242,3
3253,67865,4
3254,1366372,1
3254,2055145,2
3254,379862,3
3254,444761,4
3255,433627,1
3255,2039473,2
3255,1454680,3
3255,2425417,4
3256,1373718,1
3256,1111880,2
3256,1481841,3
3256,3207556,4
3257,3104890,1
3257,480427,2
3257,1005017,3
3257,2175199,4
3258,1558542,1
3258,328662,2
3258,934242,3
3258,146270,4
3259,2852379,1
3259,2165641,2
3259,1276669,3
3259,1311563,4
3260,1179543,1
3260,89730,2
3260,3359225,3
3260,2687718,4
3263,2138451,1
3263,563783,2
3263,1065271,3
3263,1122420,4
3267,3359225,1
3267,1179543,2
3267,44675,3
3267,3295854,4
3270,2123722,1
3270,1929540,2
3270,396877,3
3270,3471294,4
3274,283398,1
3274,629327,2
3274,639741,3
3274,164599,4
3275,414258,1
3275,1853425,2
3275,2191983,3
3275,913311,4
3276,906691,1
3276,3091118,2
3276,1015702,3
3276,2499385,4
3277,470697,1
3277,3670798,2
3277,1929540,3
3277,2482402,4
3278,2580189,1
3278,258323,2
3278,376362,3
3278,2991735,4
3279,613386,1
3279,1024075,2
3279,1295745,3
3279,2138451,4
3286,357194,1
3286,476832,2
3286,2876973,3
3286,3770171,4
3288,1815639,1
3288,174686,2
3288,2857497,3
3288,1552397,4
3289,2846662,1
3289,3627971,2
3289,2633349,3
3289,3108882,4
3290,82584,1
3290,65011,2
3290,1831176,3
3290,2448526,4
3294,1764842,1
3294,2989957,2
3294,99281,3
3294,1777583,4
3300,925996,1
3300,342494,2
3300,3919021,3
3300,2279348,4
3301,3210026,1
3301,1869963,2
3301,1317866,3
3301,1890763,4
3302,342494,1
3302,1118015,2
3302,3564302,3
3302,2279348,4
3303,1344469,1
3303,2876973,2
3303,3253748,3
3303,1977570,4
3305,1771377,1
3305,3326099,2
3305,756007,3
3305,878356,4
3307,3769726,1
3307,2637759,2
3307,172834,3
3307,3121208,4
3308,1212050,1
3308,2760694,2
3308,2732883,3
3308,621726,4
3309,2642216,1
3309,2476829,2
3309,1282349,3
3309,515731,4
3315,848753,1
3315,2661081,2
3315,3537882,3
3315,1315105,4
3318,1928871,1
3318,1123396,2
3318,2068432,3
3318,2602501,4
3319,2435273,1
3319,3754849,2
3319,2407750,3
3319,2834731,4
3323,3619702,1
3323,278679,2
3323,2875249,3
3323,718017,4
3324,2032599,1
3324,3257358,2
3324,2142690,3
3324,2792625,4
3332,3670798,1
3332,2843998,2
3332,1167048,3
3332,1398215,4
3335,1034770,1
3335,769517,2
3335,1523942,3
3335,3899193,4
3336,3157291,1
3336,985912,2
3336,2267242,3
3336,1305880,4
3337,720541,1
3337,673308,2
3337,2741790,3
3337,3240791,4
3338,24491,1
3338,529701,2
3338,2857497,3
3338,642272,4
3339,2427794,1
3339,1305880,2
3339,2149503,3
3339,673308,4
3340,2149503,1
3340,3688385,2
3340,1305880,3
3340,529701,4
3341,637425,1
3341,433179,2
3341,2789260,3
3341,3761545,4
3343,3692066,1
3344,282678,1
3344,3253043,2
3344,790879,3
3344,1164553,4
3346,282678,1
3346,3583558,2
3346,1289136,3
3346,132013,4
3347,282678,1
3347,3277189,2
3347,1987535,3
3347,1360518,4
3349,1394950,1
3349,3754849,2
3349,1935500,3
3349,915643,4
3351,2741490,1
3351,2363459,2
3351,504323,3
3351,985710,4
3352,3100305,1
3352,1229838,2
3352,1728682,3
3352,738815,4
3353,3835583,1
3353,2425417,2
3353,2125850,3
3353,2288948,4
3354,1229838,1
3354,3835583,2
3354,2482172,3
3354,2098055,4
3355,2228802,1
3355,1024875,2
3355,3811053,3
3355,2090271,4
3356,1276009,1
3356,354058,2
3356,3105501,3
3356,1553184,4
3357,1669918,1
3357,628725,2
3357,433603,3
3357,1879644,4
3358,2354209,1
3358,815960,2
3358,2618988,3
3358,315776,4
3359,2898110,1
3359,1121265,2
3359,607332,3
3359,103240,4
3362,2474536,1
3362,2454190,2
3362,2311079,3
3362,3774947,4
3364,1313494,1
3364,1463258,2
3364,2596385,3
3364,1519538,4
3365,2309938,1
3365,1815639,2
3365,3087282,3
3365,3112648,4
3366,1329956,1
3366,2557253,2
3366,2427896,3
3366,2494359,4
3369,822064,1
3369,3693745,2
3369,3838815,3
3369,242983,4
3371,488684,1
3371,951164,2
3371,1274125,3
3371,2798366,4
3373,322458,1
3373,2016406,2
3373,3610484,3
3373,2828980,4
3375,103429,1
3375,390128,2
3375,643448,3
3375,658929,4
3376,390188,1
3376,3012724,2
3376,192253,3
3376,2015205,4
3380,608635,1
3380,881031,2
3380,3927245,3
3380,3692092,4
3381,1649115,1
3381,606630,2
3381,3460579,3
3381,545858,4
3383,2309938,1
3383,1426287,2
3383,1170286,3
3383,2522202,4
3384,2155366,1
3384,1607567,2
3384,321369,3
3384,1186531,4
3385,613386,1
3385,2319788,2
3385,2991374,3
3385,2876973,4
3391,1279246,1
3391,374560,2
3391,3369079,3
3391,434201,4
3393,281291,1
3393,950824,2
3393,3544742,3
3393,1494970,4
3394,910800,1
3394,3031582,2
3394,2090271,3
3394,3812476,4
3395,498837,1
3395,3099716,2
3395,1364750,3
3395,218275,4
3402,1001713,1
3402,2474536,2
3402,3619702,3
3402,1019772,4
3403,1301866,1
3403,498951,2
3403,541637,3
3403,3824155,4
3407,2433900,1
3407,338789,2
3407,2838739,3
3407,2131760,4
3408,593919,1
3408,1438592,2
3408,3813531,3
3408,2517190,4
3411,526766,1
3411,3410673,2
3411,1015014,3
3411,238500,4
3412,325305,1
3412,2643714,2
3412,692077,3
3412,3761861,4
3413,490844,1
3413,1761111,2
3413,3889812,3
3413,3121075,4
3415,1164513,1
3415,3202684,2
3415,2458755,3
3415,3578353,4
3417,2898110,1
3417,1005017,2
3417,716072,3
3417,631042,4
3418,470697,1
3418,906691,2
3418,3943267,3
3418,1757016,4
3419,1666874,1
3419,529154,2
3419,629063,3
3419,3051385,4
3423,1853425,1
3423,375862,2
3423,609985,3
3423,3413005,4
3424,91040,1
3424,1811385,2
3424,325309,3
3424,837349,4
3425,618247,1
3425,2893082,2
3425,1681518,3
3425,1353365,4
3432,2088550,1
3432,737113,2
3432,2621377,3
3432,745189,4
3434,1624145,1
3434,3235415,2
3434,953602,3
3434,1301933,4
3437,1574596,1
3437,3409938,2
3437,818274,3
3437,2952973,4
3438,925996,1
3438,3211229,2
3438,2547854,3
3438,880749,4
3439,1444419,1
3439,3757998,2
3439,3909511,3
3439,1928871,4
3440,2055016,1
3440,2434458,2
3440,2752482,3
3440,621487,4
3446,2724050,1
3446,1591436,2
3446,2448903,3
3446,3537518,4
3447,129112,1
3447,2273088,2
3447,1370783,3
3447,1996895,4
3448,2197978,1
3448,1670760,2
3448,2913746,3
3448,2630681,4
3450,1848223,1
3450,2642688,2
3450,1970680,3
3450,3515296,4
3455,898960,1
3455,2191983,2
3455,1969932,3
3455,116733,4
3457,3409938,1
3457,2522304,2
3457,876463,3
3457,875825,4
3458,2843450,1
3458,2818441,2
3458,307691,3
3458,14957,4
3459,1698048,1
3459,1562843,2
3459,3596424,3
3459,2088936,4
3460,3648627,1
3460,2325139,2
3460,2717145,3
3460,423336,4
3461,266432,1
3461,3719697,2
3461,2119908,3
3461,2678091,4
3463,1001713,1
3463,1700820,2
3463,2039161,3
3463,570774,4
3464,393735,1
3464,513977,2
3464,1212301,3
3464,1684437,4
3467,1480185,1
3467,1760831,2
3467,1167048,3
3467,238391,4
3471,390188,1
3471,2682194,2
3471,294390,3
3471,1164483,4
3474,2485203,1
3474,2485204,1
3474,1142983,2
3474,1667429,3
3474,3500856,3
3474,862934,4
3477,3563010,1
3477,3169560,2
3477,2769513,3
3477,2828120,4
3489,2941692,1
3489,2334786,2
3489,2955293,3
3489,1066744,4
3491,2642216,1
3491,1776928,2
3491,24725,3
3491,2209332,4
3493,2114677,1
3493,3550488,2
3493,1745989,3
3493,3606645,4
3496,809646,1
3496,3180823,2
3496,1524363,3
3496,1987535,4
3499,1479370,1
3499,3410673,2
3499,3008166,3
3499,3470798,4
3503,1164513,1
3503,2991374,2
3503,1216748,3
3503,1076451,4
3505,2312401,1
3505,1772971,2
3505,2454190,3
3505,432803,4
3506,3685609,1
3506,2898754,2
3506,2204482,3
3506,3556389,4
3510,952910,1
3510,1394209,2
3510,3862047,3
3510,2092739,4
3511,2119908,1
3511,3030367,2
3511,1170286,3
3511,1065299,4
3512,1835297,1
3512,2677490,2
3512,3254257,3
3512,3886448,4
3516,3648627,1
3516,3926960,2
3516,1409563,3
3516,2415168,4
3518,1170286,1
3518,2119908,2
3518,2991530,3
3518,3404800,4
3519,793369,1
3519,3403858,2
3519,993320,3
3519,2499020,4
3520,1902775,1
3520,2833351,2
3520,1010845,3
3520,3660149,4
3526,325305,1
3526,328662,2
3526,3520350,3
3526,1586329,4
3527,2229027,1
3527,3927245,2
3527,529701,3
3527,365719,4
3529,1525533,1
3529,2060313,2
3529,3730286,3
3529,470102,4
3530,46098,1
3530,3676178,2
3530,3841185,3
3530,1877308,4
3536,386263,1
3536,2481470,2
3536,3295205,3
3536,3395186,4
3539,3096741,1
3539,2940232,2
3539,191520,3
3539,657035,4
3540,2433900,1
3540,359502,2
3540,3268055,3
3540,1171189,4
3544,390188,1
3544,2810841,2
3544,1940771,3
3544,1327849,4
3545,1294537,1
3545,3612989,2
3545,2031307,3
3545,710491,4
3546,1272415,1
3546,606556,2
3546,1426287,3
3546,2989957,4
3550,1576231,1
3550,2778453,2
3550,1358016,3
3550,1187994,4
3556,3828621,1
3556,2433900,2
3556,1798351,3
3556,1949196,4
3561,809646,1
3561,3124154,2
3561,653829,3
3561,3852865,4
3570,599053,1
3570,1166873,2
3570,3706961,3
3570,832328,4
3580,2458881,1
3580,3123369,2
3580,1486539,3
3580,1687264,4
3581,1924551,1
3581,2845850,2
3581,1118015,3
3581,2298026,4
3583,1344864,1
3583,2465104,2
3583,1797631,3
3583,1226337,4
3584,2991681,1
3584,723876,2
3584,3732136,3
3584,270965,4
3587,486101,1
3587,1162286,2
3587,2792645,3
3587,3862677,4
3588,1629134,1
3588,3763316,2
3588,1124584,3
3588,2643676,4
3594,637425,1
3594,1004478,2
3594,1987863,3
3594,2162609,4
3597,1654035,1
3597,3836531,2
3597,1353365,3
3597,1875164,4
3598,2223897,1
3598,3619702,2
3598,116733,3
3598,129071,4
3602,1565216,1
3602,1212417,2
3602,783850,3
3602,980342,4
3603,2760694,1
3603,3648097,2
3603,1558542,3
3603,2549048,4
3604,2701268,1
3604,273519,2
3604,1838050,3
3604,1987921,4
3608,1346886,1
3608,1439413,2
3608,3907425,3
3608,101551,4
3609,915197,1
3609,832213,2
3609,316652,3
3609,220276,4
3611,276180,1
3611,2579810,2
3611,2138451,3
3611,1076070,4
3613,325305,1
3613,1754125,2
3613,2178328,3
3613,1023737,4
3614,817635,1
3614,3663202,2
3614,1164611,3
3614,215422,4
3616,817635,1
3616,2167901,2
3616,434274,3
3616,3836959,4
3617,817635,1
3617,3076128,2
3617,357194,3
3617,621487,4
3618,1969932,1
3618,542238,2
3618,2688955,3
3618,3587970,4
3619,1969932,1
3619,2642216,2
3619,3908046,3
3619,1429672,4
3620,1167147,1
3620,2639982,2
3620,1117222,3
3620,3298338,4
3624,2947621,1
3624,1208483,2
3624,608635,3
3624,3432422,4
3627,3014781,1
3627,839649,2
3627,121347,3
3627,3890308,4
3628,3014781,1
3628,655754,2
3628,220276,3
3628,2528868,4
3631,1662985,1
3631,3718668,2
3631,3376252,3
3631,265513,4
3632,713208,1
3632,3068682,2
3632,3898471,3
3632,2910713,4
3635,817635,1
3635,2792692,2
3635,157519,3
3635,2057201,4
3636,2959130,1
3636,2396369,2
3636,566748,3
3636,3403971,4
3637,2282198,1
3637,3730094,2
3637,1006102,3
3637,3539520,4
3638,2200454,1
3638,1126067,2
3638,3953918,3
3638,2449348,4
3639,1750579,1
3639,3930384,2
3639,971622,3
3639,1760831,4
3640,1760831,1
3640,3913192,2
3640,2284269,3
3640,164649,4
3641,1969807,1
3641,894517,2
3641,419724,3
3641,2175167,4
3646,2475553,1
3646,1707502,2
3646,739322,3
3646,210364,4
3647,1724647,1
3647,1875164,2
3647,1166461,3
3647,1491094,4
3649,606556,1
3649,3641958,2
3649,1463258,3
3649,1145488,4
3651,3109455,1
3651,2967112,2
3651,1438782,3
3651,1978755,4
3652,1983799,1
3652,2761209,2
3652,623005,3
3652,1012509,4
3653,2090292,1
3653,3746196,2
3653,1688417,3
3653,208251,4
3656,1072668,1
3656,3915881,2
3656,2502963,3
3656,129112,4
3657,512455,1
3657,1846897,2
3657,1309137,3
3657,1275176,4
3659,488684,1
3659,1171354,2
3659,284567,3
3659,3282932,4
3663,515526,1
3663,2942573,2
3663,817635,3
3663,956432,4
3670,2411110,1
3670,2822139,2
3670,3761861,3
3670,1157921,4
3678,1669703,1
3678,2417569,2
3678,2314328,3
3678,3184194,4
3679,1669703,1
3679,1693984,2
3679,2475139,3
3679,1694797,4
3680,1669703,1
3680,36517,2
3680,936614,3
3680,3205162,4
3681,637425,1
3681,276180,2
3681,1174510,3
3681,1326538,3
3681,2621381,4
3682,1853425,1
3682,2399711,2
3682,1813146,3
3682,32608,4
3685,3751785,1
3687,640358,1
3687,3712720,2
3687,848545,3
3687,2593005,4
3688,1949196,1
3688,2315667,2
3688,532725,3
3688,2593005,4
3689,1361865,1
3689,3339350,2
3689,1377181,3
3689,2052639,4
3691,3351477,1
3691,1958632,2
3691,737643,3
3691,1104549,4
3693,1969807,1
3693,717276,2
3693,3377235,3
3693,2606317,4
3694,1969807,1
3694,894517,2
3694,288246,3
3694,1453243,4
3695,1720534,1
3695,1888712,2
3695,130218,3
3695,1591683,4
3697,2913441,1
3697,2093815,2
3697,1574722,3
3697,118470,4
3698,3317841,1
3698,3914857,2
3698,2467880,3
3698,467026,4
3703,116733,1
3703,3722982,2
3703,1344469,3
3703,3909511,4
3705,1069742,1
3705,2196606,2
3705,1493948,3
3705,3146358,4
3710,3544742,1
3710,3825379,2
3710,3505557,3
3710,1898484,4
3713,2196040,1
3713,3602065,2
3713,802186,3
3713,1681006,4
3714,674854,1
3714,1076767,2
3714,3649029,3
3714,1014988,4
3716,3203195,1
3716,3300908,2
3716,2720075,3
3716,2739900,4
3717,938435,1
3717,1265731,2
3717,2032006,3
3717,3130908,4
3718,1764842,1
3718,2084988,2
3718,2031307,3
3718,3747126,4
3719,2433969,1
3719,3565774,2
3719,3907306,3
3719,3700106,4
3721,1611742,1
3721,613386,2
3721,3052444,3
3721,1227238,4
3722,506840,1
3722,3360805,2
3722,1969932,3
3722,1072668,4
3725,3035929,1
3725,3122848,2
3725,1123396,3
3725,3190729,4
3726,46098,1
3726,3190729,2
3726,15595,3
3726,17323,4
3730,2512717,1
3730,3414803,2
3730,2510946,3
3730,2429002,4
3731,128645,1
3731,1498630,2
3731,1504411,3
3731,734371,4
3732,1610040,1
3732,3138972,2
3732,1540821,3
3732,36564,4
3734,3084923,1
3734,3379883,2
3734,3520218,3
3734,942804,4
3735,809646,1
3735,3651189,2
3735,1279246,3
3735,3770479,4
3736,3535130,1
3736,785795,2
3736,848753,3
3736,2655416,4
3737,3713761,1
3737,116733,2
3737,282180,3
